Label,NarratorID_Mapped,NarratorNameAr,NarratorNameAr-Mapped,NarratorNameEn-Mapped,Gender,NarratorGeneration
Abdullah bin Bakr (9),20244,عبد الله بن بكر بن حبيب أبو وهب السهمى,عبد الله بن بكر بن حبيب السهمي,Abdullah bin Bakr (9),Male,Succ. (Taba' Tabi')
Abdul Aala bin Abdul Aala al-Sami (8),20246,عبد الأعلى بن عبد الأعلى السامى البصرى,عبد الأعلى بن عبد الأعلى البصري السامي,Abdul Aala bin Abdul Aala al-Sami (8),Male,Succ. (Taba' Tabi')
Abdul Samad bin Abdul Warith bin Said (9),20250,عبد الصمد بن عبد الوارث بن سعيد العنبرى,عبد الصمد بن عبد الوارث بن سعيد,Abdul Samad bin Abdul Warith bin Said (9),Male,Succ. (Taba' Tabi')
Abdul Aziz bin Abdul Samad (9),20251,عبد العزيز بن عبد الصمد العمى البصرى,عبد العزيز بن عبد الصمد,Abdul Aziz bin Abdul Samad (9),Male,Succ. (Taba' Tabi')
Abdul Aziz bin al-Mukhtar (7),20252,عبد العزيز بن المختار الدباغ البصرى,عبد العزيز بن المختار,Abdul Aziz bin al-Mukhtar (7),Male,Succ. (Taba' Tabi')
Abdul Aziz bin Muslim al-Qasimali (7),20253,عبد العزيز بن مسلم القسملى المروزى,عبد العزيز بن مسلم القسملي,Abdul Aziz bin Muslim al-Qasimali (7),Male,Succ. (Taba' Tabi')
Abu Bakr al-Hanfi (9),20254,عبد الكبير بن عبد المجيد أبو بكر الحنفى,عبد الكبير بن عبد المجيد- أبو بكر الحنفي,Abu Bakr al-Hanfi (9),Male,Succ. (Taba' Tabi')
Abdul Malik bin al-Sbah al-Msmy (9),20255,عبد الملك بن الصباح أبو محمد المسمعى,عبد الملك بن الصباح المسمعي,Abdul Malik bin al-Sbah al-Msmy (9),Male,Succ. (Taba' Tabi')
Abdul Wahid bin Ziyad (8),20256,عبد الواحد بن زياد العبدى البصرى,عبد الواحد بن زياد العبدي,Abdul Wahid bin Ziyad (8),Male,Succ. (Taba' Tabi')
Abdul Warith bin Said bin Dhakwan (8),20258,عبد الوارث بن سعيد بن ذكوان العنبرى,عبد الوارث بن سعيد بن ذكوان,Abdul Warith bin Said bin Dhakwan (8),Male,Succ. (Taba' Tabi')
Abdul Wahab bin Abdul Majeed al-Thaqaf (8),20259,عبد الوهاب بن عبد المجيد الثقفى,عبد الوهاب بن عبد المجيد الثقفي,Abdul Wahab bin Abdul Majeed al-Thaqaf (8),Male,Succ. (Taba' Tabi')
Ubaidullah bin Abd (9),20260,عبيد الله بن عبد المجيد أبو على الحنفى,عبيد الله بن عبد المجيد,Ubaidullah bin Abd (9),Male,Succ. (Taba' Tabi')
Uthman bin Umar bin Fars (9),20262,عثمان بن عمر بن فارس العبدى البصرى,عثمان بن عمر بن فارس,Uthman bin Umar bin Fars (9),Male,Succ. (Taba' Tabi')
Ali bin Nasr bin Ali al-Jahdami Older (9),20264,على بن نصر بن على الجهضمى البصرى,علي بن نصر بن علي الجهضمي الكبير,Ali bin Nasr bin Ali al-Jahdami Older (9),Male,Succ. (Taba' Tabi')
Umar bin Ali bin Ataa bin Maqaddam (8),20265,عمر بن على بن عطاء بن مقدم البصرى,عمر بن علي بن عطاء بن مقدم,Umar bin Ali bin Ataa bin Maqaddam (8),Male,Succ. (Taba' Tabi')
Amr bin Asim al-Kalabi (9),20267,عمرو بن عاصم بن عبيد الله الكلابى,عمرو بن عاصم الكلابي,Amr bin Asim al-Kalabi (9),Male,Succ. (Taba' Tabi')
Fdyl bin Sulaiman al-Nmyry (8),20271,فضيل بن سليمان النميرى البصرى,فضيل بن سليمان النميري,Fdyl bin Sulaiman al-Nmyry (8),Male,Succ. (Taba' Tabi')
Quraysh bin Anas al-Ansari (9),20273,قريش بن أنس أبو أنس الأنصارى البصرى,قريش بن أنس الأنصاري,Quraysh bin Anas al-Ansari (9),Male,Succ. (Taba' Tabi')
Muhammad bin Abi Adi (9),20276,محمد بن إبراهيم بن أبى عدى البصرى,محمد بن أبي عدي,Muhammad bin Abi Adi (9),Male,Succ. (Taba' Tabi')
Muhammad bin Bakr bin Uthman al-Barsani (9),20277,محمد بن بكر بن عثمان البرسانى,محمد بن بكر بن عثمان البرساني,Muhammad bin Bakr bin Uthman al-Barsani (9),Male,Succ. (Taba' Tabi')
Muhammad bin Jafar Ghandar (9),20278,محمد بن جعفر الهذلى البصرى غندر,محمد بن جعفر غندر صاحب الكرابيس,Muhammad bin Jafar Ghandar (9),Male,Succ. (Taba' Tabi')
Muhammad bin Abi Hafsh (7),20279,محمد بن أبى حفصة أبو سلمة البصرى,محمد بن أبي حفصة ميسرة أبو سلمة,Muhammad bin Abi Hafsh (7),Male,Succ. (Taba' Tabi')
Muhammad bin Abdullah al-Ansari (9),20280,محمد بن عبد الله بن المثنى الأنصارى,محمد بن عبد الله بن المثني - الأنصاري,Muhammad bin Abdullah al-Ansari (9),Male,Succ. (Taba' Tabi')
Muhammad bin Arara (9),20282,محمد بن عرعرة بن البرند السامى,محمد بن عرعرة,Muhammad bin Arara (9),Male,Succ. (Taba' Tabi')
Muhammad bin al-Fadl Aram (9),20283,محمد بن الفضل أبو النعمان السدوسى عارم,محمد بن الفضل السدوسي أبو النعمان عارم,Muhammad bin al-Fadl Aram (9),Male,Succ. (Taba' Tabi')
Marhum bin Abdul Aziz bin Mahran (8),20284,مرحوم بن عبد العزيز بن مهران العطار,مرحوم بن عبد العزيز بن مهران العطار,Marhum bin Abdul Aziz bin Mahran (8),Male,Succ. (Taba' Tabi')
Muslim bin Ibrahim al-Azdy (9),20285,مسلم بن إبراهيم الأزدى الفراهيدى,مسلم بن إبراهيم الأزدي الفراهيدي,Muslim bin Ibrahim al-Azdy (9),Male,Succ. (Taba' Tabi')
Muadh bin Muadh bin Nsr (9),20286,معاذ بن معاذ بن نصر أبو المثنى العنبرى,معاذ بن معاذ بن نصر,Muadh bin Muadh bin Nsr (9),Male,Succ. (Taba' Tabi')
Muadh bin Hisham bin Aby (9),20287,معاذ بن هشام بن أبى عبد الله الدستوائى,معاذ بن هشام بن أبي عبد الله,Muadh bin Hisham bin Aby (9),Male,Succ. (Taba' Tabi')
Matmar bin Sulaiman-al-Taufayl (9),20288,معتمر بن سليمان بن طرخان التيمى الطفيل,معتمر بن سليمان -  الطفيل,Matmar bin Sulaiman-al-Taufayl (9),Male,Succ. (Taba' Tabi')
al-Nadr bin Shumayl al-Maazni (9),20291,النضر بن شميل أبو الحسن المازنى النحوى,النضر بن شميل المازني أبو الحسن النحوي,al-Nadr bin Shumayl al-Maazni (9),Male,Succ. (Taba' Tabi')
Harun bin Ismail al-Khzaz ,20292,هارون بن إسماعيل أبو الحسن الخزاز,هارون بن إسماعيل الخزاز,Harun bin Ismail al-Khzaz ,Male,Succ. (Taba' Tabi')
Hadba bin Khalid bin al-Aswad,20294,هدبة بن خالد بن الأسود أبو خالد القيسى,هدبة بن خالد بن الأسود,Hadba bin Khalid bin al-Aswad,Male,Succ. (Taba' Tabi')
Hisham bin Abi Abdullah al-Dastawai (7),20295,هشام بن أبى عبد الله الدستوائى,هشام بن أبي عبد الله الدستوائي,Hisham bin Abi Abdullah al-Dastawai (7),Male,Succ. (Taba' Tabi')
Hisham bin Abdul Malik al-Tayalasi (9),20296,هشام بن عبد الملك أبو الوليد الطيالسى,هشام بن عبد الملك  أبو الوليد الطيالسي,Hisham bin Abdul Malik al-Tayalasi (9),Male,Succ. (Taba' Tabi')
Hmam bin Yahya bin Dinar (7),20297,همام بن يحيى بن دينار الأزدى العوذى,همام بن يحيى بن دينار,Hmam bin Yahya bin Dinar (7),Male,Succ. (Taba' Tabi')
Wahb bin Jarir bin Hazim bin Zayd (9),20298,وهب بن جرير بن حازم أبو عبد الله الأزدى,وهب بن جرير بن حازم بن زيد,Wahb bin Jarir bin Hazim bin Zayd (9),Male,Succ. (Taba' Tabi')
Wahayb bin Khalid bin Ajlan al-Bahli (7),20299,وهيب بن خالد بن عجلان أبو بكر الباهلى,وهيب بن خالد بن عجلان الباهلي,Wahayb bin Khalid bin Ajlan al-Bahli (7),Male,Succ. (Taba' Tabi')
Yahya bin Hsan (9),20300,يحيى بن حسان التنيسى,يحيى بن حسان,Yahya bin Hsan (9),Male,Succ. (Taba' Tabi')
Yahya bin Aabad al-Dabai,20301,يحيى بن عباد أبو عباد الضبعى البصرى,يحيى بن عباد الضبعي,Yahya bin Aabad al-Dabai,Male,Succ. (Taba' Tabi')
Yahya bin Kathir bin Darham (9),20302,يحيى بن كثير بن درهم أبو غسان العنبرى,يحيى بن كثير بن درهم العنبري,Yahya bin Kathir bin Darham (9),Male,Succ. (Taba' Tabi')
Yazid bin Ibrahim al-Tstry (7),20303,يزيد بن إبراهيم أبو سعيد التسترى,يزيد بن إبراهيم التستري,Yazid bin Ibrahim al-Tstry (7),Male,Succ. (Taba' Tabi')
Yazid bin Zari (8),20304,يزيد بن زريع أبو معاوية البصرى,يزيد بن زريع,Yazid bin Zari (8),Male,Succ. (Taba' Tabi')
Ibrahim bin Hameed bin Abdur Rahman (8),20308,إبراهيم بن حميد بن عبد الرحمن الرؤاسى,إبراهيم بن حميد بن عبد الرحمن الرؤاسي,Ibrahim bin Hameed bin Abdur Rahman (8),Male,Succ. (Taba' Tabi')
Ishaq bin Said bin Amr bin Said ,20309,إسحاق بن سعيد بن عمرو بن سعيد بن العاص,إسحاق بن سعيد بن عمرو بن سعيد,Ishaq bin Said bin Amr bin Said ,Male,Succ. (Taba' Tabi')
Ishaq bin Sulaiman al-Razi (9),20310,إسحاق بن سليمان أبو يحيى الرازى الكوفى,إسحاق بن سليمان الرازي,Ishaq bin Sulaiman al-Razi (9),Male,Succ. (Taba' Tabi')
Israil bin Yonus bin Abi Ishaq (7),20311,إسرائيل بن يونس بن أبى إسحاق السبيعى,إسرائيل بن يونس بن أبي إسحاق,Israil bin Yonus bin Abi Ishaq (7),Male,Succ. (Taba' Tabi')
Ismail bin Zakaria bin Mrh (8),20313,إسماعيل بن زكريا بن مرة الخلقانى,إسماعيل بن زكريا بن مرة,Ismail bin Zakaria bin Mrh (8),Male,Succ. (Taba' Tabi')
al-Husain bin Ali bin al-Walid al-Jafi (9),20315,الحسين بن على بن الوليد الجعفى المقرئ,الحسين بن علي بن الوليد الجعفي,al-Husain bin Ali bin al-Walid al-Jafi (9),Male,Succ. (Taba' Tabi')
Hafs bin Ghyath (8),20317,حفص بن غياث بن طلق أبو عمر النخعى,حفص بن غياث,Hafs bin Ghyath (8),Male,Succ. (Taba' Tabi')
Hammad bin Usamah (9),20318,حماد بن أسامة أبو أسامة القرشى الكوفى,حماد بن أسامة - أبو أسامة,Hammad bin Usamah (9),Male,Succ. (Taba' Tabi')
Hameed bin Abdur Rahman al-Rawasi,20319,حميد بن عبد الرحمن بن حميد الرؤاسى,حميد بن عبد الرحمن بن حميد بن عبد الرحمن,Hameed bin Abdur Rahman al-Rawasi,Male,Succ. (Taba' Tabi')
Zaida bin Qadama al-Thaqifi (7),20320,زائدة بن قدامة أبو الصلت الثقفى الكوفى,زائدة بن قدامة الثقفي,Zaida bin Qadama al-Thaqifi (7),Male,Succ. (Taba' Tabi')
Zuhayr bin Muawiya bin Hudayj (7),20321,زهير بن معاوية بن حديج أبو خيثمة الجعفى,زهير بن معاوية بن حديج,Zuhayr bin Muawiya bin Hudayj (7),Male,Succ. (Taba' Tabi')
Ziyad bin Abdullah (8),20322,زياد بن عبد الله بن الطفيل البكائى,زياد بن عبد الله بن الطفيل,Ziyad bin Abdullah (8),Male,Succ. (Taba' Tabi')
Sulaiman bin Hayan al-Azdi (8),20326,سليمان بن حيان أبو خالد الأحمر,سليمان بن حيان الأزدي,Sulaiman bin Hayan al-Azdi (8),Male,Succ. (Taba' Tabi')
"Abu al-Ahwus, Salam bin Sulaym al-Hanafi (7)",20327,سلام بن سليم أبو الأحوص الحنفى,أبو الأحوص سلام بن سليم الحنفي,"Abu al-Ahwus, Salam bin Sulaym al-Hanafi (7)",Male,Succ. (Taba' Tabi')
Shuja bin al-Walid bin Qays al-Sakuni (9),20328,شجاع بن الوليد بن قيس أبو بدر السكونى,شجاع بن الوليد بن قيس,Shuja bin al-Walid bin Qays al-Sakuni (9),Male,Succ. (Taba' Tabi')
Abthr bin al-Qasim al-Zbydy Abu,20329,عبثر بن القاسم أبو زبيد الزبيدى,عبثر بن القاسم,Abthr bin al-Qasim al-Zbydy Abu,Male,Succ. (Taba' Tabi')
Abdullah bin Numayr (9),20331,عبد الله بن نمير أبو هشام الهمدانى,عبد الله بن نمير,Abdullah bin Numayr (9),Male,Succ. (Taba' Tabi')
Abdul Hameed bin Abdur Rahman al-Haman (9),20332,عبد الحميد بن عبد الرحمن الحمانى,عبد الحميد بن عبد الرحمن أبو يحيى الحمان,Abdul Hameed bin Abdur Rahman al-Haman (9),Male,Succ. (Taba' Tabi')
Abdur Rahman bin Muhammad al-Maharbi (9),20333,عبد الرحمن بن محمد بن زياد المحاربى,عبد الرحمن بن محمد بن زياد المحاربي,Abdur Rahman bin Muhammad al-Maharbi (9),Male,Succ. (Taba' Tabi')
Abdul Rahim bin Sulaiman (8),20334,عبد الرحيم بن سليمان أبو على الأشل,عبد الرحيم بن سليمان الكناني,Abdul Rahim bin Sulaiman (8),Male,Succ. (Taba' Tabi')
Abdul Aziz bin Syah al-Asady (7),20335,عبد العزيز بن سياه الأسدى الكوفى,عبد العزيز بن سياه,Abdul Aziz bin Syah al-Asady (7),Male,Succ. (Taba' Tabi')
Abdul Malik bin Hameed bin Abi Ghaniya,20336,عبد الملك بن حميد بن أبى غنية الخزاعى,عبد الملك بن حميد بن أبي غنية,Abdul Malik bin Hameed bin Abi Ghaniya,Male,Succ. (Taba' Tabi')
Abdah bin Sulaiman al-Klabi (8),20337,عبدة بن سليمان الكلابى الكوفى,عبدة بن سليمان الكلابي أبو محمد الكوفي,Abdah bin Sulaiman al-Klabi (8),Male,Succ. (Taba' Tabi')
Ubaidullah bin Ubaidur Rahman (9),20338,عبيد الله بن عبيد الرحمن الأشجعى الكوفى,عبيد الله بن عبيد الرحمن الأشجعي,Ubaidullah bin Ubaidur Rahman (9),Male,Succ. (Taba' Tabi')
Ubaidullah bin Musa bin Abi al-Mukhtar (9),20340,عبيد الله بن موسى بن باذام العبسى,عبيد الله بن موسى بن أبي المختار باذام,Ubaidullah bin Musa bin Abi al-Mukhtar (9),Male,Succ. (Taba' Tabi')
Utba bin Abdullah bin Utba (7),20342,عتبة بن عبد الله أبو العميس المسعودى,عتبة بن عبد الله بن عتبة أبو العميس,Utba bin Abdullah bin Utba (7),Male,Succ. (Taba' Tabi')
Uqba bin Khalid bin Uqba - al-Majdar (8),20344,عقبة بن خالد بن عقبة السكونى,عقبة بن خالد بن عقبة السكوني المجدر,Uqba bin Khalid bin Uqba - al-Majdar (8),Male,Succ. (Taba' Tabi')
Ali bin Mshr (8),20345,على بن مسهر القرشى الكوفى,علي بن مسهر,Ali bin Mshr (8),Male,Succ. (Taba' Tabi')
Umar bin Ubaid bin Abi Umayya ,20346,عمر بن عبيد بن أبى أمية الطنافسى,عمر بن عبيد بن أبي أمية الطنافسي,Umar bin Ubaid bin Abi Umayya ,Male,Succ. (Taba' Tabi')
Isa bin Yonus bin Abi Ishaq (8),20347,عيسى بن يونس بن أبى إسحاق السبيعى,عيسى بن يونس بن أبي إسحاق,Isa bin Yonus bin Abi Ishaq (8),Male,Succ. (Taba' Tabi')
"al-Fadl bin Dakayn, Abu Naeem (9)",20348,الفضل بن دكين أبو نعيم الملائى,الفضل بن دكين أبو نعيم الملائي,"al-Fadl bin Dakayn, Abu Naeem (9)",Male,Succ. (Taba' Tabi')
Fadayl bin Ghazwan bin Jarir (7),20349,فضيل بن غزوان بن جرير الضبى,فضيل بن غزوان,Fadayl bin Ghazwan bin Jarir (7),Male,Succ. (Taba' Tabi')
al-Qasim bin Malik al-Mzny (8),20350,القاسم بن مالك أبو جعفر المزنى الكوفى,القاسم بن مالك المزني أبو جعفر الكوفي,al-Qasim bin Malik al-Mzny (8),Male,Succ. (Taba' Tabi')
Qabaysa bin Uqba bin Muhammad (9),20351,قبيصة بن عقبة بن محمد بن سفيان السوائى,قبيصة بن عقبة بن محمد بن سفيان,Qabaysa bin Uqba bin Muhammad (9),Male,Succ. (Taba' Tabi')
Muhammad bin Bashr bin al-Farafsa (9),20352,محمد بن بشر أبو عبد الله العبدى الكوفى,محمد بن بشر بن الفرافصة العبدي,Muhammad bin Bashr bin al-Farafsa (9),Male,Succ. (Taba' Tabi')
Muhammad bin Khazim al-Darir (9),20354,محمد بن خازم أبو معاوية الضرير,محمد بن خازم  أبو معاوية الضرير,Muhammad bin Khazim al-Darir (9),Male,Succ. (Taba' Tabi')
Muhammad bin Abdullah bin al-Zubair (9),20355,محمد بن عبد الله أبو أحمد الزبيرى,محمد بن عبد الله أبو أحمد الزبيري,Muhammad bin Abdullah bin al-Zubair (9),Male,Succ. (Taba' Tabi')
Muhammad bin Fadayl bin Ghazwan (9),20356,محمد بن فضيل بن غزوان الضبى الكوفى,محمد بن فضيل بن غزوان,Muhammad bin Fadayl bin Ghazwan (9),Male,Succ. (Taba' Tabi')
"Malik bin Ismail, Abu Ghasan al-Nahdi (9)",20357,مالك بن إسماعيل أبو غسان النهدى الكوفى,مالك بن إسماعيل أبو غسان النهدي,"Malik bin Ismail, Abu Ghasan al-Nahdi (9)",Male,Succ. (Taba' Tabi')
Malik bin Mghwl (7),20358,مالك بن مغول أبو عبد الله الكوفى,مالك بن مغول,Malik bin Mghwl (7),Male,Succ. (Taba' Tabi')
